#	Dietary_restrictions	Alcohol_consumption	Coffee_consumption	Toothbrush_age	Bathroom_window	Pets	Missing_teeth
ErmB__Enterococcus_faecium_	0.00843637230916	0.0345299887974	0.0182633118493	0.188245421255	0.316017746972	0.0834531792302	0.0393126028965
lsaC__Streptococcus_agalactiae_	0.126099764482	0.13322994443	0.0879978395455	0.217363635292	0.107220801775	0.124997744382	0.115474787605
Planobispora_rosea_EF-Tu_mutants_conferring_resistance_to_inhibitor_GE2270A__Planobispora_rosea_	0.065615647974	0.0130506724142	0.0104825016652	0.153463200652	0.103563855355	0.142115645867	0.0809184057974
TEM-126__Escherichia_coli_	0.126099764482	0.13322994443	0.179173717276	0.138339414865	0.14025708983	0.117735698324	0.115474787605
Haemophilus_parainfluenzae_parC_conferring_resistance_to_fluoroquinolones__Haemophilus_parainfluenzae_	0.210183543189	0.110942591763	0.110490137562	0.160622494388	0.354716910036	0.117735698324	0.0663673741079
tet(B)__Gram-negative_bacterium_TC71_	0.307404813531	0.0961897306161	0.0879978395455	0.160622494388	0.319012314948	0.117735698324	0.0663673741079
LpxC__Acinetobacter_baumannii_	0.0819381973076	0.0070627725244	0.127373454139	0.12966923188	0.0273678192286	0.129313505436	0.0451855521395
sul1__Vibrio_fluvialis_	0.0537329546723	0.163250839677	0.179173717276	0.168404892122	0.107220801775	0.117735698324	0.174006109085
Escherichia_coli_CyaA_with_mutation_conferring_resistance_to_fosfomycin__Escherichia_coli_str__K-12_substr__MC4100_	0.0633314952389	0.12364188057	0.144400058205	0.223027062989	0.17568148717	0.13839328545	0.224136463458
adeL__Acinetobacter_baumannii_	0.0633314952389	0.140237015108	0.144400058205	0.206994612059	0.216445588983	0.148178054928	0.166822949727
adeG__Acinetobacter_baumannii_AYE_	0.0537329546723	0.110942591763	0.140787092643	0.195178285682	0.1813050005	0.124997744382	0.174006109085
cpxA__Escherichia_coli_O157_H7_str__Sakai_	0.0537329546723	0.110942591763	0.140787092643	0.198883624598	0.14025708983	0.124997744382	0.24268301344
smeE__Stenotrophomonas_maltophilia_	0.210183543189	0.13322994443	0.140787092643	0.243723773633	0.1813050005	0.124997744382	0.174006109085
smeS__Stenotrophomonas_maltophilia_	0.25692689098	0.167287534661	0.175459229388	0.245036135379	0.209040927906	0.152119822399	0.27154617403
antibiotic_resistant_fabG__Escherichia_coli_str__K-12_substr__MG1655_	0.123724376756	0.113744723272	0.120735645425	0.184125706221	0.116161029491	0.13839328545	0.291191337196
FosA5__Escherichia_coli_	0.0537329546723	0.110942591763	0.110490137562	0.168818147341	0.107220801775	0.117735698324	0.24268301344
Klebsiella_pneumoniae_OmpK35__Klebsiella_pneumoniae_subsp__pneumoniae_HS11286_	0.0537329546723	0.0961897306161	0.110490137562	0.168818147341	0.0818495311751	0.124997744382	0.174006109085
Haemophilus_parainfluenzae_gyrA_conferring_resistance_to_fluoroquinolones__Haemophilus_parainfluenzae_	0.0181779459861	0.187124829285	0.0300675580748	0.117334095524	0.123181512249	0.159818832952	0.119129289369
ErmX__Corynebacterium_striatum_	0.0537329546723	0.0961897306161	0.110490137562	0.134262356048	0.0818495311751	0.117735698324	0.174006109085
